SessionID,AdClicks,InfoSectionCount,InfoSectionTime,HelpPageVisits,HelpPageTime,ItemBrowseCount,ItemBrowseTime,ExitRateFirstPage,SessionExitRatio,PageEngagementScore,HolidayProximityIndex,VisitMonth,UserPlatformID,WebClientCode,MarketZone,TrafficSourceCode,UserCategory,IsWeekendVisit,MonetaryConversion
dCuA0xRwWeHBYPGU,3.0,0.0,0.0,0.0,0.0,8.0,136.1666667,0.0,0.008333333,0.0,1.0,February,Android,Chrome,Africa,1.0,Returning,1,0
qWLlW2rUhxfIGRm5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,February,iOS,Internet Explorer,North America,3.0,Returning,0,0
L8yKTHzpkoDoBhy6,1.0,0.0,0.0,0.0,0.0,3.0,105.0,0.0,0.033333333,0.0,0.0,February,iOS,Chrome,North America,5.0,Returning,0,0
0rvRiLiPPLRMlKVU,0.0,0.0,0.0,0.5025653757034094,0.0,2.0,15.0,0.0,0.1,0.0,0.8,February,Android,Edge,North America,3.0,Returning,0,0
YjDfxKhFhvUnht3F,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,February,Android,Chrome,South America,1.0,Returning,1,0
i84gNcwIToHt5wuD,2.0,0.0,0.0,0.0,0.0,5.0,156.0,0.0,0.04,0.0,0.0,February,Windows,Safari,Other,3.0,Returning,0,0
uUJuST6yOrHAqH1V,1.0,4.0,64.6,0.0,0.0,32.0,1135.444444,0.002857143,0.00952381,0.0,0.0,February,Android,Chrome,North America,3.0,Returning,0,0
yED89qtIxitjZqfe,4.0,0.0,0.0,0.0,0.0,4.0,76.0,0.05,0.1,0.0,0.0,February,Windows,Safari,North America,3.0,Returning,0,0
qhK1rBfCobmqqbOK,4.0,0.0,0.0,0.0,0.0,4.0,63.0,0.0,0.05,0.0,0.2,February,Android,Samsung Internet,North America,3.0,Returning,0,0
AiczoGOSLrunJO1z,1.0,1.0,6.0,1.0,0.0,45.0,1582.75,0.043478261,0.050821256,54.17976426,0.4,February,iOS,Chrome,North America,1.0,Returning,0,0
mzC6jYQvMA1Yg5Ia,2.0,0.0,0.0,0.0,0.0,2.0,35.0,0.0,0.1,0.0,0.0,February,Windows,Safari,Middle East,3.0,Returning,0,0
mxYaMdsHoFO304EW,3.0,0.0,0.0,0.0,0.0,3.0,78.0,0.0,0.066666667,0.0,0.0,February,Windows,Chrome,North America,6.0,Returning,1,0
nYxNrwvpSf2HTI9A,2.0,0.0,0.0,0.0,0.0,8.0,209.5,0.0,0.025,0.0,0.0,February,Android,Chrome,North America,1.0,Returning,0,0
pdbJJcoG4qQHeIHm,4.0,0.0,0.0,0.0,0.0,10.0,183.6666667,0.04,0.08,5.8854232324926015,0.0,February,Windows,Safari,Asia-Pacific,1.0,Returning,0,0
05LKuK5zCYA3OGQ7,0.0,0.0,0.0,0.0,0.0,14.0,380.5,0.014285714,0.028571429,0.0,0.0,February,Android,Chrome,North America,1.0,Returning,0,0
J3MvGA7nqNkp9o0e,4.0,0.0,0.0,0.0,0.0,52.0,2086.242857,0.015384615,0.020352564,0.0,0.0,February,Android,Chrome,Oceania,1.0,Returning,0,0
yZ7xzNwbKa0mWLUk,3.0,0.0,0.0,0.0,0.0,8.0,388.0,0.025,0.05625,0.0,0.0,February,iOS,Chrome,North America,4.0,Returning,1,0
TdY8nPQtXkAY4JgU,1.0,2.0,18.0,0.0,0.0,5.0,298.0,0.0,0.028571429,0.0,0.8,February,Android,Chrome,Central America,4.0,Returning,0,0
3GYtNLJOdbf7AVjj,0.0,0.0,0.0,0.0,0.0,7.0,63.0,0.028571429,0.071428571,0.0,0.6,February,Android,Chrome,North America,3.0,Returning,0,0
vMsXxLE4a3qRBp3M,3.0,0.0,0.0,0.0,0.0,9.0,482.0,0.0,0.022222222,0.0,0.0,February,Android,Firefox,North America,6.0,Returning,0,0
1IkYNyzypqczlpI8,1.9934594924566147,1.0,9.0,0.0,0.0,46.0,4084.393939,0.0,0.001794872,0.0,0.0,February,Android,Chrome,Central America,4.0,Returning,0,0
UmJfeCCv0yAYWNFP,3.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.066666667,0.0,0.6,February,Windows,Safari,Asia-Pacific,2.0,Returning,0,0
pvbSju8Yio7ydMtR,4.0,0.0,0.0,0.0,0.0,15.0,310.1666667,0.0,0.006666667,0.0,0.0,February,Windows,Safari,South America,2.0,Returning,0,0
MRp6qBvgw1cfT2R2,4.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0,0.05,0.0,0.4,February,iOS,Chrome,Europe,3.0,Returning,0,0
6QzOnJ9aX2QnCphQ,4.0,0.0,0.0,0.0,0.0,18.0,598.25,0.0,0.05,0.0,0.0,February,MacOS,Safari,North America,3.0,Returning,0,0
DYOIemscWY9R8Y5o,1.9934594924566147,0.0,0.0,0.0,0.0,22.0,622.25,0.003030303,0.006060606,0.0,0.2,February,Android,Firefox,North America,4.0,Returning,0,0
VCXPkLsoNZXrMwqe,2.0,0.0,0.0,0.0,0.0,14.0,222.4,0.017142857,0.057142857,0.0,0.0,February,Android,Chrome,North America,2.0,Returning,0,0
dXYUFNjGTgazlvw2,0.0,0.0,0.0,0.0,0.0,3.0,80.0,0.066666667,0.133333333,0.0,0.2,February,iOS,Chrome,North America,3.0,Returning,0,0
nMmpv0KG5UFxc8bt,3.0,0.0,0.0,0.0,0.0,18.0,598.25,0.0,0.003636364,0.0,0.0,February,iOS,Chrome,North America,3.0,Returning,0,0
Ubif3u0zobO5GLjA,2.0,0.0,0.0,0.0,0.0,18.0,598.25,0.2,0.2,0.0,0.6,February,Android,Chrome,Asia-Pacific,2.0,Returning,0,0
gpNUa73m6vOZN6kV,3.0,2.3182008193294874,8.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,February,Windows,Chrome,Asia-Pacific,4.0,Returning,1,0
2GEcSh9nI5VYOqhp,3.0,0.0,0.0,0.0,0.0,18.0,598.25,0.011111111,0.026111111,0.0,0.2,February,iOS,Chrome,North America,3.0,Returning,0,0
8LHPCDOfb14kr8yx,1.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,0.1,0.0,1.0,February,Android,Edge,South America,2.0,Returning,1,0
Ovz1jL1nTbxREYdd,3.0,0.0,0.0,0.0,0.0,4.0,160.0,0.0,0.075,0.0,0.06180620089549716,February,MacOS,Chrome,Europe,3.0,Returning,0,0
NCT92npFVcukLMl8,3.0,0.0,0.0,0.0,0.0,4.0,135.6666667,0.05,0.025,0.0,0.4,February,iOS,Internet Explorer,North America,4.0,Returning,0,0
CsNFpc7wfRVfQkmO,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,February,Android,Edge,North America,3.0,Returning,0,0
DAkrZQH3JiJPDp0Z,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,February,iOS,Chrome,Asia-Pacific,3.0,Returning,0,0
ZzQfNOhwjMEQ05yh,1.9934594924566147,4.0,56.0,2.0,120.0,36.0,998.7416667,0.0,0.014736467,19.44707913,0.2,February,Android,Chrome,South America,1.0,Returning,0,0
VemWL0qOaz1de2VN,4.0,0.0,0.0,0.0,0.0,4.0,104.0,0.0,0.05,0.0,0.4,February,Android,Samsung Internet,Middle East,3.0,Returning,0,0
Te8n9wZU3YciOqA9,1.0,2.0,16.0,0.0,0.0,16.0,381.6865079,0.011764706,0.046568627,0.0,0.6,February,Android,Edge,North America,1.0,Returning,0,0
cnOxK1XfdSV6K5BP,4.0,0.0,0.0,0.0,0.0,6.0,169.0,0.0,0.016666667,0.0,0.4,February,Windows,Safari,Asia-Pacific,3.0,Returning,0,0
7M6XdhmGi0SNsKhj,1.0,0.0,0.0,0.0,0.0,8.0,400.8,0.05,0.120833333,0.0,0.0,February,Windows,Chrome,North America,3.0,Returning,0,0
3QFaosJDQ0bIUfEr,2.0,12.0,279.4166667,0.0,0.0,42.0,1553.583333,0.009,0.019666667,38.30849268,0.0,February,Windows,Safari,Asia-Pacific,2.0,Returning,0,0
fSooytD8RZgA8v7t,3.0,0.0,0.0,0.0,0.0,14.0,706.5,0.0,0.007142857,0.0,0.0,February,Android,Chrome,Africa,4.0,Returning,1,0
9snFDoQKtlOWHsGs,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,February,Android,Chrome,South America,3.0,Returning,0,0
p7F0efkZts2wB6JP,2.0,3.0,87.83333333,0.0,0.0,27.0,798.3333333,0.0,0.012643678,22.9160357,0.8,February,Android,Chrome,Asia-Pacific,1.0,Returning,0,1
9G1D5HJQWPNlDYfA,2.0,4.0,44.0,0.0,0.0,90.0,6951.972222,0.002150538,0.015013034,0.0,0.0,February,MacOS,Safari,North America,3.0,Returning,0,0
6n2vo0NoPCuiz9VW,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,February,Android,Chrome,Africa,1.0,Returning,0,0
7Z2jx5St0ckpUDLQ,1.0,0.0,0.0,0.0,0.0,18.0,902.0,0.0,0.007407407,0.0,0.0,February,Android,Vivaldi,Europe,4.0,Returning,0,0
TH7jdU7ne9ZvrZql,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,February,iOS,Chrome,Asia-Pacific,3.0,Returning,0,0
zSMMkAgRJP8rQHMI,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,February,Android,Samsung Internet,North America,2.0,Returning,0,0
ZZ85OXiFYeyU9ruS,3.0,0.0,0.0,0.0,0.0,20.0,197.3777778,0.025,0.0525,0.0,0.0,February,Android,Samsung Internet,Middle East,1.0,Returning,0,0
88jcdCe24usuYZeA,4.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,0.1,0.0,0.06180620089549716,February,Android,Chrome,Asia-Pacific,3.0,Returning,0,0
f4YEyO1FaQgLmV41,4.0,0.0,0.0,0.0,0.0,8.0,426.6666667,0.0,0.0125,5.8854232324926015,0.0,February,Android,Edge,Asia-Pacific,2.0,Returning,0,0
yTMznv9shMpn9lTB,3.0,0.0,0.0,0.5025653757034094,0.0,3.0,135.0,0.0,0.066666667,0.0,0.0,February,Android,Edge,Asia-Pacific,3.0,Returning,0,0
N9UAaejyg3ocRWoy,4.0,0.0,0.0,0.0,0.0,16.0,588.3333333,0.0,0.025,0.0,0.0,February,Android,Edge,North America,1.0,Returning,0,0
v0FeJrPNXUBZ9lXw,1.0,10.0,1005.666667,0.0,0.0,36.0,2111.341667,0.004347826,0.014492754,11.43941195,0.0,February,Android,Chrome,North America,2.0,Returning,0,1
pvl3hI3UV6T221ev,1.9934594924566147,0.0,0.0,0.0,0.0,2.0,76.0,0.0,0.05,0.0,0.6,February,iOS,Chrome,Asia-Pacific,3.0,Returning,0,0
UAwXl2Aw3DmN0fBS,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,1.0,February,Windows,Safari,North America,3.0,Returning,1,0
fJY3xjbZx3guOxeM,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,February,Windows,Safari,North America,3.0,Returning,0,0
DSlBHdgHlyvJhG7t,3.0,0.0,0.0,0.0,0.0,7.0,208.0,0.0,0.028571429,0.0,0.0,February,MacOS,Safari,North America,5.0,Returning,1,0
vfOmx9cWNhx8Mx3d,3.0,0.0,0.0,0.0,0.0,4.0,270.0,0.0,0.016666667,0.0,0.8,February,Android,Safari,North America,3.0,Returning,0,0
uQetbEmy8Rg7bYGZ,2.0,0.0,0.0,0.0,0.0,6.0,39.5,0.0,0.02,0.0,0.0,February,Android,Chrome,North America,3.0,Returning,0,0
4CuGREPCVUWHUJg8,4.0,0.0,0.0,0.0,0.0,12.0,375.0,0.016666667,0.058333333,0.0,0.0,February,iOS,Chrome,South America,1.0,Returning,0,0
vcO5S5AiqIEXQtRp,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,February,Android,Chrome,Europe,1.0,Returning,1,0
rWEo1ZBHDhFWjtBD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,February,Windows,Safari,North America,3.0,Returning,0,0
v8MYhLCWEE5FrdV0,0.0,0.0,0.0,0.0,0.0,7.0,150.0,0.057142857,0.085714286,0.0,0.0,February,Android,Chrome,Europe,1.0,Returning,0,0
yYMbWm9qcXxap7Y1,0.0,0.0,0.0,0.0,0.0,3.0,138.0,0.0,0.066666667,0.0,0.0,February,Windows,Safari,North America,3.0,Returning,0,0
RFEioijvvpbCduzR,3.0,0.0,0.0,0.0,0.0,7.0,337.5,0.028571429,0.023809524,0.0,0.4,February,MacOS,Safari,Asia-Pacific,3.0,Returning,0,0
BgNa9U9Uwe57YQbo,0.0,0.0,0.0,0.0,0.0,19.0,620.0333333,0.0,0.007894737,0.0,0.0,February,Windows,Chrome,South America,2.0,Returning,0,0
ccMk2Dr2nX8NNdUP,0.0,2.0,36.0,0.0,0.0,15.0,168.8461538,0.0,0.043130172888613046,0.0,0.4,February,Windows,Safari,North America,3.0,Returning,0,0
3juU8W0ik7zV4m9N,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,February,Windows,Safari,North America,2.0,Returning,1,0
OEABnYgwgcwiU1Hs,3.0,0.0,0.0,0.0,0.0,2.0,52.0,0.0,0.1,5.8854232324926015,0.0,February,Windows,Safari,North America,3.0,Returning,0,0
8mlbSk2fFo2c0USe,3.0,0.0,0.0,0.0,0.0,13.0,649.25,0.0,0.015384615,0.0,0.0,February,Android,Chrome,North America,5.0,New,0,0
sryVsXyxbhgTgrxp,3.0,0.0,0.0,0.0,0.0,27.0,925.3333333,0.003703704,0.025925926,0.0,0.6,February,MacOS,Safari,Asia-Pacific,3.0,Returning,0,0
4MT3bdYsOYXmq6Vk,3.0,0.0,0.0,0.0,0.0,2.0,33.0,0.0,0.1,0.0,0.2,February,Windows,Safari,North America,3.0,Returning,0,0
vIglzMVSbEedosZ4,1.9934594924566147,0.0,0.0,0.0,0.0,6.0,1566.5,0.05,0.066666667,0.0,0.2,February,Windows,Safari,North America,3.0,Returning,0,0
fPoTNS5GmE6Kwc2W,4.0,0.0,0.0,0.0,0.0,4.0,105.0,0.0,0.025,0.0,0.6,February,Windows,Safari,North America,4.0,Returning,0,0
AzSOWnO0EQIkzPUP,4.0,0.0,0.0,1.0,0.0,7.0,50.0,0.038095238,0.080952381,0.0,0.6,February,Android,Edge,North America,7.0,Returning,0,0
OrN2iGnbT241PwXq,4.0,0.0,0.0,0.0,0.0,16.0,644.2,0.004166667,0.031666667,0.0,0.0,February,Android,Chrome,Asia-Pacific,4.0,Returning,0,0
KmWg41s8fHPdiXCF,1.0,3.0,18.33333333,0.0,0.0,38.0,2635.177778,0.0,0.008947368,5.8854232324926015,0.4,February,Android,Edge,North America,2.0,Returning,0,0
7sYgqtPFOvj8n9DN,1.0,4.0,61.0,0.0,0.0,19.0,607.0,0.0,0.026984127,17.53595893,1.0,February,Windows,Safari,Oceania,4.0,Returning,1,1
giZrAW37gsKX8lL7,4.0,0.0,0.0,0.0,0.0,6.0,415.0,0.0,0.033333333,0.0,0.4,February,Windows,Safari,Asia-Pacific,2.0,Returning,0,0
396XQl6yB28kE6lH,2.0,2.0,31.0,1.0,16.0,36.0,2083.530952,0.0,0.01351025,0.0,0.8,February,Android,Chrome,South America,3.0,Returning,0,0
dU2svhQGf5EK4Uyk,0.0,3.0,58.5,0.0,0.0,17.0,281.6666667,0.007058824,0.017647059,0.0,0.0,February,Windows,Safari,Asia-Pacific,4.0,Returning,0,0
nQCgsQioHmhlIMqB,2.0,0.0,0.0,0.0,0.0,2.0,27.0,0.15,0.15,0.0,0.0,February,Windows,Safari,Oceania,2.0,Returning,0,0
uKB2u9iJ0xtNQj6C,3.0,0.0,0.0,1.0,0.0,9.0,215.0,0.044444444,0.074074074,0.0,0.8,February,Android,Safari,North America,3.0,Returning,0,0
jEzUaHcCxYtONAbJ,1.0,0.0,0.0,0.0,0.0,12.0,162.0,0.05,0.066666667,0.0,0.0,February,Windows,Safari,North America,3.0,Returning,0,0
SPQe3lKTUkgyykOR,1.0,0.0,0.0,0.0,0.0,2.0,114.0,0.05,0.066666667,0.0,0.8,February,iOS,Internet Explorer,North America,3.0,Returning,0,0
aEK7yuPmMvhb9cLK,1.0,6.0,326.25,4.0,94.0,128.0,5062.213753,0.000854701,0.01791847,0.0,0.0,February,Android,Firefox,North America,3.0,Returning,0,0
2cgemdxTtCyc8w6E,1.0,0.0,0.0,0.0,0.0,4.0,253.0,0.0,0.016666667,0.0,0.6,February,Android,Chrome,Asia-Pacific,3.0,Returning,0,0
rlhtIjAlffunlvQs,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.4,February,Android,Chrome,North America,3.0,Returning,0,0
jBPS1cPMqrXvstwe,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,February,Windows,Safari,Europe,3.0,Returning,0,0
2MQhsReUNxyt8Dw5,0.0,2.0,22.0,0.0,0.0,25.0,436.5,0.008,0.024,0.0,0.2,February,Android,Edge,North America,1.0,Returning,0,0
UIOUUAtTGnml1VRF,4.0,0.0,0.0,1.0,93.0,30.0,1045.833333,0.012903226,0.035483871,0.0,0.2,February,Windows,Safari,North America,3.0,Returning,0,0
JzThnpSwZyfrzPjV,1.9934594924566147,0.0,0.0,0.0,0.0,12.0,317.8333333,0.0,0.005555556,0.0,0.0,February,Windows,Safari,North America,4.0,Returning,1,0
Ov6qzLxz0KtFqtIc,1.0,0.0,0.0,0.0,0.0,21.0,1146.333333,0.0,0.012962963,0.0,0.8,February,iOS,Chrome,North America,3.0,Returning,0,0
3JMcBDWnwVL50TWo,4.0,0.0,0.0,0.0,0.0,11.0,577.0,0.018181818,0.027272727,0.0,0.2,February,Android,Chrome,Asia-Pacific,1.0,Returning,0,0
jcwEJzwJXvPjqhC7,1.0,0.0,0.0,0.0,0.0,8.0,95.0,0.0,0.075,0.0,0.0,February,MacOS,Chrome,Asia-Pacific,2.0,Returning,0,0
OdvPgE9xcTZP1kcZ,4.0,0.0,0.0,0.0,0.0,6.0,301.5,0.0,0.111111111,0.0,0.0,February,Android,Edge,Other,2.0,Returning,0,0
eIghlWs2G2YRV4Dz,3.0,0.0,0.0,0.0,0.0,6.0,243.0,0.0,0.033333333,0.0,0.0,February,Android,Edge,South America,1.0,Returning,0,0
fYaRFG8BHhFwaT0u,0.0,0.0,0.0,0.0,0.0,4.0,135.5,0.0,0.05,0.0,0.6,February,Android,Chrome,North America,2.0,Returning,0,0
XeNICc6xTVnuTQKc,0.0,0.0,0.0,2.0,75.0,14.0,442.3333333,0.0,0.034375,0.0,0.06180620089549716,February,Windows,Safari,Asia-Pacific,3.0,Returning,0,0
M6LeoYUGSkCz9kIR,2.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.066666667,0.0,0.0,February,Windows,Safari,Asia-Pacific,2.0,Returning,0,0
mxiygyBmLqEzN601,2.0,0.0,0.0,0.0,0.0,11.0,292.9,0.028,0.11952381,0.0,0.0,February,Android,Edge,Asia-Pacific,1.0,Returning,0,0
SySxvtbrWYQFJrAU,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,February,Windows,Safari,Asia-Pacific,3.0,Returning,0,0
WWx3Sc5fAQzmjMW1,1.0,0.0,0.0,0.0,0.0,9.0,1238.333333,0.0,0.040740741,0.0,0.4,February,Android,Chrome,North America,3.0,Returning,0,0
C141wAA6NIPyAuaD,1.9934594924566147,0.0,0.0,0.0,0.0,10.0,225.4666667,0.0,0.05,0.0,0.4,February,Windows,Safari,Central America,3.0,Returning,0,0
RBtCPrS3JQsXKJ0o,4.0,4.0,462.0,0.0,0.0,18.0,598.25,0.0,0.00754717,0.0,0.6,February,Android,Chrome,Other,3.0,Returning,0,0
YoKgtT3QyQSsZXXM,2.0,0.0,0.0,0.0,0.0,3.0,13.0,0.133333333,0.166666667,0.0,0.0,February,Android,Edge,North America,1.0,Returning,0,0
4qg1SAWi7pDg1boh,1.9934594924566147,0.0,0.0,0.0,0.0,2.0,222.0,0.0,0.1,0.0,0.0,February,Android,Samsung Internet,North America,2.0,Returning,1,0
lXDpzUbNwCuQH1WB,1.9934594924566147,2.0,20.0,0.0,0.0,16.0,214.8333333,0.0,0.022222222,0.0,0.0,February,Android,Chrome,North America,6.0,Returning,0,0
LnKs2IliMhJgPc9Z,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,February,iOS,Chrome,Asia-Pacific,3.0,Returning,0,0
9rOIUb2UjwC7pDFr,2.0,0.0,0.0,0.0,0.0,6.0,2017.166667,0.0,0.011111111,0.0,0.8,February,Android,Chrome,South America,3.0,Returning,0,0
wekYfQMnsD0LxSXO,1.0,6.0,111.5,0.0,0.0,26.0,449.0277778,0.0,0.018518519,0.0,0.06180620089549716,February,Windows,Safari,Asia-Pacific,3.0,Returning,0,0
U9gqqfC1u5fYOCho,3.0,0.0,0.0,0.0,0.0,6.0,158.1666667,0.0,0.033333333,0.0,0.0,February,iOS,Chrome,South America,2.0,Returning,0,0
OzRCtZ41LBQkFiz1,2.0,0.0,0.0,0.0,0.0,9.0,303.6666667,0.005555556,0.046296296,0.0,0.0,February,Android,Edge,Africa,2.0,Returning,0,0
KvAOP4akIcT8Tgak,3.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.066666667,0.0,0.0,February,Android,Edge,North America,2.0,Returning,0,0
PkzxRsBPmXgTN41D,4.0,0.0,0.0,0.0,0.0,2.0,42.0,0.05,0.15,0.0,0.4,February,Android,Chrome,North America,4.0,Returning,0,0
NsV9AosuTSoGMrcR,1.9934594924566147,4.0,103.625,0.0,0.0,14.0,1003.416667,0.0,0.018039216,0.0,0.2,February,Windows,Safari,Asia-Pacific,3.0,Returning,0,0
i2hjEvaPSvnBiQAJ,1.9934594924566147,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,February,Android,Chrome,Oceania,3.0,Returning,0,0
07EBxVnGTukyKS7Q,1.9934594924566147,0.0,0.0,0.0,0.0,9.0,272.5,0.0,0.011851852,0.0,0.2,February,Windows,Safari,Middle East,3.0,Returning,0,0
vHUvUM9UXaxkbOnV,4.0,3.0,19.0,0.0,0.0,8.0,344.0,0.0,0.007407407,0.0,0.0,February,Android,Edge,Europe,3.0,Returning,0,0
IS2BWj9IeeK4aGBI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,February,Android,Chrome,Europe,3.0,Returning,0,0
2gvtRiljuIM0uKpL,2.0,0.0,0.0,1.0,19.0,10.0,852.0,0.0,0.009090909,0.0,0.0,February,Android,Chrome,Asia-Pacific,6.0,Returning,0,0
jSHrIy10JelKxwrG,4.0,0.0,0.0,0.0,0.0,3.0,780.0,0.066666667,0.066666667,0.0,0.4,February,Android,Edge,North America,3.0,Returning,0,0
5IaOBrpT9PyJDFAG,0.0,0.0,0.0,0.0,0.0,3.0,1038.0,0.0,0.033333333,0.0,0.0,February,Android,Chrome,North America,1.0,Returning,0,0
b1RuWou0lu0MbVZw,4.0,0.0,0.0,0.0,0.0,4.0,573.0,0.0,0.05,0.0,0.0,February,Android,Chrome,Asia-Pacific,3.0,Returning,0,0
rZ3EhcVxpIZ8JPV5,2.0,0.0,0.0,0.0,0.0,18.0,598.25,0.007142857,0.030357143,0.0,0.0,February,Windows,Safari,South America,3.0,Returning,0,0
RljpV0q1AoOjSTHg,4.0,0.0,0.0,0.0,0.0,11.0,316.6666667,0.0,0.027272727,0.0,0.8,February,Android,Chrome,Europe,1.0,Returning,0,0
oF78ppp8svFEGtNx,2.0,0.0,0.0,0.0,0.0,20.0,873.7365079,0.0075,0.028166667,0.0,0.0,February,Windows,Chrome,North America,1.0,Returning,0,0
